-229.94268798828125,-46.0
-227.3690948486328,-41.0
-224.79666137695312,-31.0
-222.2254180908203,-61.0
-219.65533447265625,-72.0
-217.08641052246094,-51.0
-214.51866149902344,-27.0
-211.9520721435547,-42.0
-209.38665771484375,-38.0
-206.82240295410156,-51.0
-204.25930786132812,-10.0
-201.6973876953125,-32.0
-199.13662719726562,-58.0
-196.5770263671875,-45.0
-194.01858520507812,-34.0
-191.4613037109375,-52.0
-188.90518188476562,-36.0
-186.3502197265625,-47.0
-183.79641723632812,-11.0
-181.2437744140625,-49.0
-178.69229125976562,-28.0
-176.1419677734375,-57.0
-173.59278869628906,-43.0
-171.04476928710938,-15.0
-168.49790954589844,-32.0
-165.9521942138672,-38.0
-163.4076385498047,-20.0
-160.86422729492188,-3.0
-158.3219757080078,-34.0
-155.78086853027344,-20.0
-153.2409210205078,-27.0
-150.7021026611328,-36.0
-148.16445922851562,-32.0
-145.62794494628906,-4.0
-143.09259033203125,-40.0
-140.55836486816406,-9.0
-138.02529907226562,16.0
-135.49337768554688,-33.0
-132.9626007080078,-18.0
-130.43296813964844,-27.0
-127.90447235107422,-8.0
-125.37712097167969,-32.0
-122.85091400146484,-69.0
-120.32585144042969,-18.0
-117.80192565917969,-17.0
-115.27913665771484,-31.0
-112.75749206542969,-58.0
-110.23697662353516,-27.0
-107.71760559082031,-50.0
-105.19937133789062,-48.0
-102.6822738647461,-41.0
-100.16631317138672,-5.0
-97.65148162841797,-23.0
-95.13778686523438,42.0
-92.62522888183594,-12.0
-90.11380004882812,-15.0
-87.60350799560547,-34.0
-85.0943374633789,2.0
-82.5863037109375,-16.0
-80.07940673828125,-17.0
-77.5736312866211,-26.0
-75.06898498535156,-42.0
-72.56546783447266,-65.0
-70.06307220458984,-28.0
-67.56181335449219,-32.0
-65.06167602539062,2.0
-62.56266403198242,8.0
-60.06477355957031,-47.0
-57.56801223754883,-3.0
-55.07236862182617,-42.0
-52.577850341796875,-6.0
-50.08445739746094,6.0
-47.59218215942383,-12.0
-45.10102844238281,-12.0
-42.610992431640625,-12.0
-40.12207794189453,22.0
-37.634281158447266,-37.0
-35.14760208129883,7.0
-32.66204071044922,32.0
-30.177595138549805,52.0
-27.694265365600586,45.0
-25.212051391601562,22.0
-22.7309513092041,38.0
-20.250965118408203,34.0
-17.772092819213867,97.0
-15.294331550598145,202.0
-12.817683219909668,373.0
-10.342145919799805,1463.0
-7.8677191734313965,5379.0
-5.394402027130127,9041.0
-2.922194004058838,13415.0
-0.4510946273803711,15175.0
2.01889705657959,8442.0
4.487781524658203,1765.0
6.955559253692627,281.0
9.422231674194336,144.0
11.887798309326172,96.0
14.35226058959961,91.0
16.81562042236328,94.0
19.277875900268555,76.0
21.739028930664062,59.0
24.199079513549805,28.0
26.658029556274414,8.0
29.11587905883789,42.0
31.572628021240234,9.0
34.02827835083008,28.0
36.48283004760742,71.0
38.936283111572266,110.0
41.388641357421875,296.0
43.839900970458984,693.0
46.290061950683594,1459.0
48.739131927490234,2595.0
51.18710708618164,3820.0
53.63398742675781,4547.0
56.07977294921875,4835.0
58.52446746826172,5146.0
60.96807098388672,5481.0
63.410579681396484,5843.0
65.85199737548828,6260.0
68.29232788085938,6716.0
70.7315673828125,7253.0
73.16972351074219,7691.0
75.6067886352539,8156.0
78.04276275634766,8419.0
80.47765350341797,8561.0
82.91145324707031,8733.0
85.34416961669922,8700.0
87.77580261230469,8607.0
90.20635223388672,8615.0
92.63581848144531,8524.0
95.06420135498047,8518.0
97.49150085449219,8352.0
99.91771697998047,8118.0
102.34284973144531,7960.0
104.76690673828125,7741.0
107.18988800048828,7553.0
109.61178588867188,7270.0
112.03260040283203,6994.0
114.45234680175781,6899.0
116.87100982666016,6605.0
119.2885971069336,6553.0
121.70510864257812,6437.0
124.12054443359375,6301.0
126.53490447998047,6196.0
128.9481964111328,6081.0
131.36041259765625,6005.0
133.77154541015625,5848.0
136.18162536621094,5716.0
138.5906219482422,5530.0
140.99855041503906,5518.0
143.40541076660156,5450.0
145.81118774414062,5214.0
148.21591186523438,5107.0
150.61956787109375,5014.0
153.0221405029297,5066.0
155.4236602783203,4945.0
157.82411193847656,4853.0
160.22349548339844,4762.0
162.62181091308594,4715.0
165.01907348632812,4581.0
167.41525268554688,4493.0
169.8103790283203,4433.0
172.20445251464844,4305.0
174.5974578857422,4219.0
176.98939514160156,4231.0
179.38027954101562,4086.0
181.7700958251953,4030.0
184.1588592529297,4015.0
186.5465545654297,3930.0
188.93319702148438,3917.0
191.31878662109375,3952.0
193.7033233642578,3851.0
196.0867919921875,3866.0
198.46920776367188,3760.0
200.85057067871094,3810.0
203.2308807373047,3711.0
205.61013793945312,3723.0
207.9883270263672,3687.0
210.365478515625,3691.0
212.7415771484375,3652.0
215.1166229248047,3608.0
217.49061584472656,3612.0
219.86355590820312,3609.0
222.23545837402344,3609.0
224.60629272460938,3560.0
226.97608947753906,3532.0
229.3448486328125,3495.0
231.71253967285156,3506.0
234.07920837402344,3494.0
236.44480895996094,3429.0
238.8093719482422,3483.0
241.1728973388672,3391.0
243.53536987304688,3340.0
245.8968048095703,3352.0
248.2572021484375,3260.0
250.61654663085938,3294.0
252.974853515625,3288.0
255.33212280273438,3203.0
257.6883544921875,3215.0
260.04351806640625,3156.0
262.3976745605469,3132.0
264.75079345703125,3189.0
267.10284423828125,3122.0
269.4538879394531,3232.0
271.80389404296875,3170.0
274.15283203125,3125.0
276.5007629394531,3134.0
278.84765625,3075.0
281.1935119628906,3087.0
283.538330078125,3063.0
285.8821105957031,3070.0
288.2248840332031,3041.0
290.56658935546875,3048.0
292.90728759765625,3024.0
295.2469482421875,3013.0
297.5856018066406,2992.0
299.9231872558594,3046.0
302.259765625,2965.0
304.5953063964844,3008.0
306.9298400878906,2981.0
309.2633361816406,3004.0
311.5957946777344,2927.0
313.9272155761719,2950.0
316.25762939453125,2951.0
318.5870361328125,2873.0
320.9154052734375,2938.0
323.24273681640625,2944.0
325.5690612792969,2845.0
327.89434814453125,2850.0
330.2186279296875,2923.0
332.5419006347656,2860.0
334.8641357421875,2838.0
337.1853332519531,2871.0
339.5055236816406,2823.0
341.82470703125,2830.0
344.1428527832031,2760.0
346.4599914550781,2727.0
348.776123046875,2820.0
351.09124755859375,2740.0
353.40533447265625,2708.0
355.7184143066406,2715.0
358.03045654296875,2695.0
360.3415222167969,2624.0
362.65155029296875,2672.0
364.9605712890625,2684.0
367.2685852050781,2688.0
369.5755920410156,2626.0
371.8815612792969,2667.0
374.1865539550781,2663.0
376.4905090332031,2670.0
378.79345703125,2649.0
381.0954284667969,2677.0
383.3963623046875,2628.0
385.6962890625,2625.0
387.9952087402344,2608.0
390.29315185546875,2626.0
392.5900573730469,2568.0
394.8859558105469,2642.0
397.1808776855469,2587.0
399.4747619628906,2583.0
401.7676696777344,2665.0
404.0595703125,2561.0
406.3504638671875,2638.0
408.6403503417969,2674.0
410.9292297363281,2652.0
413.2171325683594,2602.0
415.5039978027344,2678.0
417.7898864746094,2624.0
420.0747985839844,2682.0
422.3586730957031,2659.0
424.6415710449219,2643.0
426.9234619140625,2695.0
429.2043762207031,2594.0
431.4842834472656,2662.0
433.76318359375,2636.0
436.0411071777344,2627.0
438.3180236816406,2593.0
440.5939636230469,2571.0
442.868896484375,2634.0
445.142822265625,2586.0
447.4158020019531,2650.0
449.687744140625,2619.0
451.9587097167969,2617.0
454.22869873046875,2669.0
456.4976806640625,2585.0
458.76568603515625,2618.0
461.0326843261719,2631.0
463.2987060546875,2617.0
465.5637512207031,2565.0
467.8277893066406,2624.0
470.0908508300781,2551.0
472.3529357910156,2614.0
474.6140441894531,2620.0
476.8741455078125,2597.0
479.1332702636719,2630.0
481.39141845703125,2650.0
483.6485595703125,2627.0
485.90472412109375,2716.0
488.1599426269531,2644.0
490.4141540527344,2655.0
492.6673889160156,2683.0
494.91961669921875,2723.0
497.1708984375,2659.0
499.42120361328125,2769.0
501.6705017089844,2847.0
503.9188537597656,2886.0
506.16619873046875,2804.0
508.41259765625,2856.0
510.6579895019531,2892.0
512.9024047851562,2827.0
515.1458740234375,2886.0
517.3883666992188,2881.0
519.6298828125,2830.0
521.8704223632812,2798.0
524.1099853515625,2766.0
526.3485717773438,2758.0
528.586181640625,2734.0
530.8228149414062,2703.0
533.0585327148438,2675.0
